series_id,year,period,month_num,obs_date,cpi_value,footnote_codes
"CUSR0000SA0      ",2002,M08,8,2002-08-01,180.500,NULL
"CUSR0000SA0      ",2002,M09,9,2002-09-01,180.800,NULL
"CUSR0000SA0      ",2002,M10,10,2002-10-01,181.200,NULL
"CUSR0000SA0      ",2002,M11,11,2002-11-01,181.500,NULL
"CUSR0000SA0      ",2002,M12,12,2002-12-01,181.800,NULL
"CUSR0000SA0      ",2003,M01,1,2003-01-01,182.600,NULL
"CUSR0000SA0      ",2003,M02,2,2003-02-01,183.600,NULL
"CUSR0000SA0      ",2003,M03,3,2003-03-01,183.900,NULL
"CUSR0000SA0      ",2003,M04,4,2003-04-01,183.200,NULL
"CUSR0000SA0      ",2003,M05,5,2003-05-01,182.900,NULL
"CUSR0000SA0      ",2003,M06,6,2003-06-01,183.100,NULL
"CUSR0000SA0      ",2003,M07,7,2003-07-01,183.700,NULL
"CUSR0000SA0      ",2003,M08,8,2003-08-01,184.500,NULL
"CUSR0000SA0      ",2003,M09,9,2003-09-01,185.100,NULL
"CUSR0000SA0      ",2003,M10,10,2003-10-01,184.900,NULL
"CUSR0000SA0      ",2003,M11,11,2003-11-01,185.000,NULL
"CUSR0000SA0      ",2003,M12,12,2003-12-01,185.500,NULL
"CUSR0000SA0      ",2004,M01,1,2004-01-01,186.300,NULL
"CUSR0000SA0      ",2004,M02,2,2004-02-01,186.700,NULL
"CUSR0000SA0      ",2004,M03,3,2004-03-01,187.100,NULL
"CUSR0000SA0      ",2004,M04,4,2004-04-01,187.400,NULL
"CUSR0000SA0      ",2004,M05,5,2004-05-01,188.200,NULL
"CUSR0000SA0      ",2004,M06,6,2004-06-01,188.900,NULL
"CUSR0000SA0      ",2004,M07,7,2004-07-01,189.100,NULL
"CUSR0000SA0      ",2004,M08,8,2004-08-01,189.200,NULL
"CUSR0000SA0      ",2004,M09,9,2004-09-01,189.800,NULL
"CUSR0000SA0      ",2004,M10,10,2004-10-01,190.800,NULL
"CUSR0000SA0      ",2004,M11,11,2004-11-01,191.700,NULL
"CUSR0000SA0      ",2004,M12,12,2004-12-01,191.700,NULL
"CUSR0000SA0      ",2005,M01,1,2005-01-01,191.600,NULL
"CUSR0000SA0      ",2005,M02,2,2005-02-01,192.400,NULL
"CUSR0000SA0      ",2005,M03,3,2005-03-01,193.100,NULL
"CUSR0000SA0      ",2005,M04,4,2005-04-01,193.700,NULL
"CUSR0000SA0      ",2005,M05,5,2005-05-01,193.600,NULL
"CUSR0000SA0      ",2005,M06,6,2005-06-01,193.700,NULL
"CUSR0000SA0      ",2005,M07,7,2005-07-01,194.900,NULL
"CUSR0000SA0      ",2005,M08,8,2005-08-01,196.100,NULL
"CUSR0000SA0      ",2005,M09,9,2005-09-01,198.800,NULL
"CUSR0000SA0      ",2005,M10,10,2005-10-01,199.100,NULL
"CUSR0000SA0      ",2005,M11,11,2005-11-01,198.100,NULL
"CUSR0000SA0      ",2005,M12,12,2005-12-01,198.100,NULL
"CUSR0000SA0      ",2006,M01,1,2006-01-01,199.300,NULL
"CUSR0000SA0      ",2006,M02,2,2006-02-01,199.400,NULL
"CUSR0000SA0      ",2006,M03,3,2006-03-01,199.700,NULL
"CUSR0000SA0      ",2006,M04,4,2006-04-01,200.700,NULL
"CUSR0000SA0      ",2006,M05,5,2006-05-01,201.300,NULL
"CUSR0000SA0      ",2006,M06,6,2006-06-01,201.800,NULL
"CUSR0000SA0      ",2006,M07,7,2006-07-01,202.900,NULL
"CUSR0000SA0      ",2006,M08,8,2006-08-01,203.800,NULL
"CUSR0000SA0      ",2006,M09,9,2006-09-01,202.800,NULL
"CUSR0000SA0      ",2006,M10,10,2006-10-01,201.900,NULL
"CUSR0000SA0      ",2006,M11,11,2006-11-01,202.000,NULL
"CUSR0000SA0      ",2006,M12,12,2006-12-01,203.100,NULL
"CUSR0000SA0      ",2007,M01,1,2007-01-01,203.437,NULL
"CUSR0000SA0      ",2007,M02,2,2007-02-01,204.226,NULL
"CUSR0000SA0      ",2007,M03,3,2007-03-01,205.288,NULL
"CUSR0000SA0      ",2007,M04,4,2007-04-01,205.904,NULL
"CUSR0000SA0      ",2007,M05,5,2007-05-01,206.755,NULL
"CUSR0000SA0      ",2007,M06,6,2007-06-01,207.234,NULL
"CUSR0000SA0      ",2007,M07,7,2007-07-01,207.603,NULL
"CUSR0000SA0      ",2007,M08,8,2007-08-01,207.667,NULL
"CUSR0000SA0      ",2007,M09,9,2007-09-01,208.547,NULL
"CUSR0000SA0      ",2007,M10,10,2007-10-01,209.190,NULL
"CUSR0000SA0      ",2007,M11,11,2007-11-01,210.834,NULL
"CUSR0000SA0      ",2007,M12,12,2007-12-01,211.445,NULL
"CUSR0000SA0      ",2008,M01,1,2008-01-01,212.174,NULL
"CUSR0000SA0      ",2008,M02,2,2008-02-01,212.687,NULL
"CUSR0000SA0      ",2008,M03,3,2008-03-01,213.448,NULL
"CUSR0000SA0      ",2008,M04,4,2008-04-01,213.942,NULL
"CUSR0000SA0      ",2008,M05,5,2008-05-01,215.208,NULL
"CUSR0000SA0      ",2008,M06,6,2008-06-01,217.463,NULL
"CUSR0000SA0      ",2008,M07,7,2008-07-01,219.016,NULL
"CUSR0000SA0      ",2008,M08,8,2008-08-01,218.690,NULL
"CUSR0000SA0      ",2008,M09,9,2008-09-01,218.877,NULL
"CUSR0000SA0      ",2008,M10,10,2008-10-01,216.995,NULL
"CUSR0000SA0      ",2008,M11,11,2008-11-01,213.153,NULL
"CUSR0000SA0      ",2008,M12,12,2008-12-01,211.398,NULL
"CUSR0000SA0      ",2009,M01,1,2009-01-01,211.933,NULL
"CUSR0000SA0      ",2009,M02,2,2009-02-01,212.705,NULL
"CUSR0000SA0      ",2009,M03,3,2009-03-01,212.495,NULL
"CUSR0000SA0      ",2009,M04,4,2009-04-01,212.709,NULL
"CUSR0000SA0      ",2009,M05,5,2009-05-01,213.022,NULL
"CUSR0000SA0      ",2009,M06,6,2009-06-01,214.790,NULL
"CUSR0000SA0      ",2009,M07,7,2009-07-01,214.726,NULL
"CUSR0000SA0      ",2009,M08,8,2009-08-01,215.445,NULL
"CUSR0000SA0      ",2009,M09,9,2009-09-01,215.861,NULL
"CUSR0000SA0      ",2009,M10,10,2009-10-01,216.509,NULL
"CUSR0000SA0      ",2009,M11,11,2009-11-01,217.234,NULL
"CUSR0000SA0      ",2009,M12,12,2009-12-01,217.347,NULL
"CUSR0000SA0      ",2010,M01,1,2010-01-01,217.488,NULL
"CUSR0000SA0      ",2010,M02,2,2010-02-01,217.281,NULL
"CUSR0000SA0      ",2010,M03,3,2010-03-01,217.353,NULL
"CUSR0000SA0      ",2010,M04,4,2010-04-01,217.403,NULL
"CUSR0000SA0      ",2010,M05,5,2010-05-01,217.290,NULL
"CUSR0000SA0      ",2010,M06,6,2010-06-01,217.199,NULL
"CUSR0000SA0      ",2010,M07,7,2010-07-01,217.605,NULL
"CUSR0000SA0      ",2010,M08,8,2010-08-01,217.923,NULL
"CUSR0000SA0      ",2010,M09,9,2010-09-01,218.275,NULL
"CUSR0000SA0      ",2010,M10,10,2010-10-01,219.035,NULL
"CUSR0000SA0      ",2010,M11,11,2010-11-01,219.590,NULL
"CUSR0000SA0      ",2010,M12,12,2010-12-01,220.472,NULL
"CUSR0000SA0      ",2011,M01,1,2011-01-01,221.187,NULL
"CUSR0000SA0      ",2011,M02,2,2011-02-01,221.898,NULL
"CUSR0000SA0      ",2011,M03,3,2011-03-01,223.046,NULL
"CUSR0000SA0      ",2011,M04,4,2011-04-01,224.093,NULL
"CUSR0000SA0      ",2011,M05,5,2011-05-01,224.806,NULL
"CUSR0000SA0      ",2011,M06,6,2011-06-01,224.806,NULL
"CUSR0000SA0      ",2011,M07,7,2011-07-01,225.395,NULL
"CUSR0000SA0      ",2011,M08,8,2011-08-01,226.106,NULL
"CUSR0000SA0      ",2011,M09,9,2011-09-01,226.597,NULL
"CUSR0000SA0      ",2011,M10,10,2011-10-01,226.750,NULL
"CUSR0000SA0      ",2011,M11,11,2011-11-01,227.169,NULL
"CUSR0000SA0      ",2011,M12,12,2011-12-01,227.223,NULL
"CUSR0000SA0      ",2012,M01,1,2012-01-01,227.842,NULL
"CUSR0000SA0      ",2012,M02,2,2012-02-01,228.329,NULL
"CUSR0000SA0      ",2012,M03,3,2012-03-01,228.807,NULL
"CUSR0000SA0      ",2012,M04,4,2012-04-01,229.187,NULL
"CUSR0000SA0      ",2012,M05,5,2012-05-01,228.713,NULL
"CUSR0000SA0      ",2012,M06,6,2012-06-01,228.524,NULL
"CUSR0000SA0      ",2012,M07,7,2012-07-01,228.590,NULL
"CUSR0000SA0      ",2012,M08,8,2012-08-01,229.918,NULL
"CUSR0000SA0      ",2012,M09,9,2012-09-01,231.015,NULL
"CUSR0000SA0      ",2012,M10,10,2012-10-01,231.638,NULL
"CUSR0000SA0      ",2012,M11,11,2012-11-01,231.249,NULL
"CUSR0000SA0      ",2012,M12,12,2012-12-01,231.221,NULL
"CUSR0000SA0      ",2013,M01,1,2013-01-01,231.679,NULL
"CUSR0000SA0      ",2013,M02,2,2013-02-01,232.937,NULL
"CUSR0000SA0      ",2013,M03,3,2013-03-01,232.282,NULL
"CUSR0000SA0      ",2013,M04,4,2013-04-01,231.797,NULL
"CUSR0000SA0      ",2013,M05,5,2013-05-01,231.893,NULL
"CUSR0000SA0      ",2013,M06,6,2013-06-01,232.445,NULL
"CUSR0000SA0      ",2013,M07,7,2013-07-01,232.900,NULL
"CUSR0000SA0      ",2013,M08,8,2013-08-01,233.456,NULL
"CUSR0000SA0      ",2013,M09,9,2013-09-01,233.544,NULL
"CUSR0000SA0      ",2013,M10,10,2013-10-01,233.669,NULL
"CUSR0000SA0      ",2013,M11,11,2013-11-01,234.100,NULL
"CUSR0000SA0      ",2013,M12,12,2013-12-01,234.719,NULL
"CUSR0000SA0      ",2014,M01,1,2014-01-01,235.288,NULL
"CUSR0000SA0      ",2014,M02,2,2014-02-01,235.547,NULL
"CUSR0000SA0      ",2014,M03,3,2014-03-01,236.028,NULL
"CUSR0000SA0      ",2014,M04,4,2014-04-01,236.468,NULL
"CUSR0000SA0      ",2014,M05,5,2014-05-01,236.918,NULL
"CUSR0000SA0      ",2014,M06,6,2014-06-01,237.231,NULL
"CUSR0000SA0      ",2014,M07,7,2014-07-01,237.498,NULL
"CUSR0000SA0      ",2014,M08,8,2014-08-01,237.460,NULL
"CUSR0000SA0      ",2014,M09,9,2014-09-01,237.477,NULL
"CUSR0000SA0      ",2014,M10,10,2014-10-01,237.430,NULL
"CUSR0000SA0      ",2014,M11,11,2014-11-01,236.983,NULL
"CUSR0000SA0      ",2014,M12,12,2014-12-01,236.252,NULL
"CUSR0000SA0      ",2015,M01,1,2015-01-01,234.747,NULL
"CUSR0000SA0      ",2015,M02,2,2015-02-01,235.342,NULL
"CUSR0000SA0      ",2015,M03,3,2015-03-01,235.976,NULL
"CUSR0000SA0      ",2015,M04,4,2015-04-01,236.222,NULL
"CUSR0000SA0      ",2015,M05,5,2015-05-01,237.001,NULL
"CUSR0000SA0      ",2015,M06,6,2015-06-01,237.657,NULL
"CUSR0000SA0      ",2015,M07,7,2015-07-01,238.034,NULL
"CUSR0000SA0      ",2015,M08,8,2015-08-01,238.033,NULL
"CUSR0000SA0      ",2015,M09,9,2015-09-01,237.498,NULL
"CUSR0000SA0      ",2015,M10,10,2015-10-01,237.733,NULL
"CUSR0000SA0      ",2015,M11,11,2015-11-01,238.017,NULL
"CUSR0000SA0      ",2015,M12,12,2015-12-01,237.761,NULL
"CUSR0000SA0      ",2016,M01,1,2016-01-01,237.652,NULL
"CUSR0000SA0      ",2016,M02,2,2016-02-01,237.336,NULL
"CUSR0000SA0      ",2016,M03,3,2016-03-01,238.080,NULL
"CUSR0000SA0      ",2016,M04,4,2016-04-01,238.992,NULL
"CUSR0000SA0      ",2016,M05,5,2016-05-01,239.557,NULL
"CUSR0000SA0      ",2016,M06,6,2016-06-01,240.222,NULL
"CUSR0000SA0      ",2016,M07,7,2016-07-01,240.101,NULL
"CUSR0000SA0      ",2016,M08,8,2016-08-01,240.545,NULL
"CUSR0000SA0      ",2016,M09,9,2016-09-01,241.176,NULL
"CUSR0000SA0      ",2016,M10,10,2016-10-01,241.741,NULL
"CUSR0000SA0      ",2016,M11,11,2016-11-01,242.026,NULL
"CUSR0000SA0      ",2016,M12,12,2016-12-01,242.637,NULL
"CUSR0000SA0      ",2017,M01,1,2017-01-01,243.618,NULL
"CUSR0000SA0      ",2017,M02,2,2017-02-01,244.006,NULL
"CUSR0000SA0      ",2017,M03,3,2017-03-01,243.892,NULL
"CUSR0000SA0      ",2017,M04,4,2017-04-01,244.193,NULL
"CUSR0000SA0      ",2017,M05,5,2017-05-01,244.004,NULL
"CUSR0000SA0      ",2017,M06,6,2017-06-01,244.163,NULL
"CUSR0000SA0      ",2017,M07,7,2017-07-01,244.243,NULL
"CUSR0000SA0      ",2017,M08,8,2017-08-01,245.183,NULL
"CUSR0000SA0      ",2017,M09,9,2017-09-01,246.435,NULL
"CUSR0000SA0      ",2017,M10,10,2017-10-01,246.626,NULL
"CUSR0000SA0      ",2017,M11,11,2017-11-01,247.284,NULL
"CUSR0000SA0      ",2017,M12,12,2017-12-01,247.805,NULL
"CUSR0000SA0      ",2018,M01,1,2018-01-01,248.859,NULL
"CUSR0000SA0      ",2018,M02,2,2018-02-01,249.529,NULL
"CUSR0000SA0      ",2018,M03,3,2018-03-01,249.577,NULL
"CUSR0000SA0      ",2018,M04,4,2018-04-01,250.227,NULL
"CUSR0000SA0      ",2018,M05,5,2018-05-01,250.792,NULL
"CUSR0000SA0      ",2018,M06,6,2018-06-01,251.018,NULL
"CUSR0000SA0      ",2018,M07,7,2018-07-01,251.214,NULL
"CUSR0000SA0      ",2018,M08,8,2018-08-01,251.663,NULL
"CUSR0000SA0      ",2018,M09,9,2018-09-01,252.182,NULL
"CUSR0000SA0      ",2018,M10,10,2018-10-01,252.772,NULL
"CUSR0000SA0      ",2018,M11,11,2018-11-01,252.594,NULL
"CUSR0000SA0      ",2018,M12,12,2018-12-01,252.767,NULL
"CUSR0000SA0      ",2019,M01,1,2019-01-01,252.561,NULL
"CUSR0000SA0      ",2019,M02,2,2019-02-01,253.319,NULL
"CUSR0000SA0      ",2019,M03,3,2019-03-01,254.277,NULL
"CUSR0000SA0      ",2019,M04,4,2019-04-01,255.233,NULL
"CUSR0000SA0      ",2019,M05,5,2019-05-01,255.296,NULL
"CUSR0000SA0      ",2019,M06,6,2019-06-01,255.213,NULL
"CUSR0000SA0      ",2019,M07,7,2019-07-01,255.802,NULL
"CUSR0000SA0      ",2019,M08,8,2019-08-01,256.036,NULL
"CUSR0000SA0      ",2019,M09,9,2019-09-01,256.430,NULL
"CUSR0000SA0      ",2019,M10,10,2019-10-01,257.155,NULL
"CUSR0000SA0      ",2019,M11,11,2019-11-01,257.879,NULL
"CUSR0000SA0      ",2019,M12,12,2019-12-01,258.630,NULL
"CUSR0000SA0      ",2020,M01,1,2020-01-01,259.127,NULL
"CUSR0000SA0      ",2020,M02,2,2020-02-01,259.250,NULL
"CUSR0000SA0      ",2020,M03,3,2020-03-01,258.076,NULL
"CUSR0000SA0      ",2020,M04,4,2020-04-01,256.032,NULL
"CUSR0000SA0      ",2020,M05,5,2020-05-01,255.802,NULL
"CUSR0000SA0      ",2020,M06,6,2020-06-01,257.042,NULL
"CUSR0000SA0      ",2020,M07,7,2020-07-01,258.352,NULL
"CUSR0000SA0      ",2020,M08,8,2020-08-01,259.316,NULL
"CUSR0000SA0      ",2020,M09,9,2020-09-01,259.997,NULL
"CUSR0000SA0      ",2020,M10,10,2020-10-01,260.319,NULL
"CUSR0000SA0      ",2020,M11,11,2020-11-01,260.911,NULL
"CUSR0000SA0      ",2020,M12,12,2020-12-01,262.045,NULL
"CUSR0000SA0      ",2021,M01,1,2021-01-01,262.639,NULL
"CUSR0000SA0      ",2021,M02,2,2021-02-01,263.573,NULL
"CUSR0000SA0      ",2021,M03,3,2021-03-01,264.847,NULL
"CUSR0000SA0      ",2021,M04,4,2021-04-01,266.625,NULL
"CUSR0000SA0      ",2021,M05,5,2021-05-01,268.404,NULL
"CUSR0000SA0      ",2021,M06,6,2021-06-01,270.710,NULL
"CUSR0000SA0      ",2021,M07,7,2021-07-01,271.965,NULL
"CUSR0000SA0      ",2021,M08,8,2021-08-01,272.752,NULL
"CUSR0000SA0      ",2021,M09,9,2021-09-01,273.942,NULL
"CUSR0000SA0      ",2021,M10,10,2021-10-01,276.528,NULL
"CUSR0000SA0      ",2021,M11,11,2021-11-01,278.824,NULL
"CUSR0000SA0      ",2021,M12,12,2021-12-01,280.806,NULL
"CUSR0000SA0      ",2022,M01,1,2022-01-01,282.542,NULL
"CUSR0000SA0      ",2022,M02,2,2022-02-01,284.525,NULL
"CUSR0000SA0      ",2022,M03,3,2022-03-01,287.467,NULL
"CUSR0000SA0      ",2022,M04,4,2022-04-01,288.582,NULL
"CUSR0000SA0      ",2022,M05,5,2022-05-01,291.299,NULL
"CUSR0000SA0      ",2022,M06,6,2022-06-01,295.072,NULL
"CUSR0000SA0      ",2022,M07,7,2022-07-01,294.940,NULL
"CUSR0000SA0      ",2022,M08,8,2022-08-01,295.162,NULL
"CUSR0000SA0      ",2022,M09,9,2022-09-01,296.421,NULL
"CUSR0000SA0      ",2022,M10,10,2022-10-01,297.979,NULL
"CUSR0000SA0      ",2022,M11,11,2022-11-01,298.708,NULL
"CUSR0000SA0      ",2022,M12,12,2022-12-01,298.808,NULL
"CUSR0000SA0      ",2023,M01,1,2023-01-01,300.456,NULL
"CUSR0000SA0      ",2023,M02,2,2023-02-01,301.476,NULL
"CUSR0000SA0      ",2023,M03,3,2023-03-01,301.643,NULL
"CUSR0000SA0      ",2023,M04,4,2023-04-01,302.858,NULL
"CUSR0000SA0      ",2023,M05,5,2023-05-01,303.316,NULL
"CUSR0000SA0      ",2023,M06,6,2023-06-01,304.099,NULL
"CUSR0000SA0      ",2023,M07,7,2023-07-01,304.615,NULL
"CUSR0000SA0      ",2023,M08,8,2023-08-01,306.138,NULL
"CUSR0000SA0      ",2023,M09,9,2023-09-01,307.374,NULL
"CUSR0000SA0      ",2023,M10,10,2023-10-01,307.653,NULL
"CUSR0000SA0      ",2023,M11,11,2023-11-01,308.087,NULL
"CUSR0000SA0      ",2023,M12,12,2023-12-01,308.735,NULL
"CUSR0000SA0      ",2024,M01,1,2024-01-01,309.794,NULL
"CUSR0000SA0      ",2024,M02,2,2024-02-01,311.022,NULL
"CUSR0000SA0      ",2024,M03,3,2024-03-01,312.107,NULL
"CUSR0000SA0      ",2024,M04,4,2024-04-01,313.016,NULL
"CUSR0000SA0      ",2024,M05,5,2024-05-01,313.140,NULL
"CUSR0000SA0      ",2024,M06,6,2024-06-01,313.131,NULL
"CUSR0000SA0      ",2024,M07,7,2024-07-01,313.566,NULL
"CUSR0000SA0      ",2024,M08,8,2024-08-01,314.131,NULL
"CUSR0000SA0      ",2024,M09,9,2024-09-01,314.851,NULL
"CUSR0000SA0      ",2024,M10,10,2024-10-01,315.564,NULL
"CUSR0000SA0      ",2024,M11,11,2024-11-01,316.449,NULL
"CUSR0000SA0      ",2024,M12,12,2024-12-01,317.603,NULL
"CUSR0000SA0      ",2025,M01,1,2025-01-01,319.086,NULL
"CUSR0000SA0      ",2025,M02,2,2025-02-01,319.775,NULL
"CUSR0000SA0      ",2025,M03,3,2025-03-01,319.615,NULL
"CUSR0000SA0      ",2025,M04,4,2025-04-01,320.321,NULL
"CUSR0000SA0      ",2025,M05,5,2025-05-01,320.580,NULL
"CUSR0000SA0      ",2025,M06,6,2025-06-01,321.500,NULL
"CUSR0000SA0      ",2025,M07,7,2025-07-01,322.132,NULL
"CUSR0000SA0      ",2025,M08,8,2025-08-01,323.364,NULL
"CUSR0000SA0      ",2025,M09,9,2025-09-01,324.368,NULL
"CUSR0000SAA      ",1947,M01,1,1947-01-01,38.400,NULL
"CUSR0000SAA      ",1947,M02,2,1947-02-01,38.800,NULL
"CUSR0000SAA      ",1947,M03,3,1947-03-01,39.400,NULL
"CUSR0000SAA      ",1947,M04,4,1947-04-01,39.700,NULL
"CUSR0000SAA      ",1947,M05,5,1947-05-01,39.800,NULL
"CUSR0000SAA      ",1947,M06,6,1947-06-01,40.000,NULL
"CUSR0000SAA      ",1947,M07,7,1947-07-01,40.000,NULL
"CUSR0000SAA      ",1947,M08,8,1947-08-01,40.100,NULL
"CUSR0000SAA      ",1947,M09,9,1947-09-01,40.200,NULL
"CUSR0000SAA      ",1947,M10,10,1947-10-01,40.400,NULL
"CUSR0000SAA      ",1947,M11,11,1947-11-01,40.600,NULL
"CUSR0000SAA      ",1947,M12,12,1947-12-01,41.000,NULL
"CUSR0000SAA      ",1948,M01,1,1948-01-01,41.300,NULL
"CUSR0000SAA      ",1948,M02,2,1948-02-01,41.800,NULL
"CUSR0000SAA      ",1948,M03,3,1948-03-01,42.000,NULL
"CUSR0000SAA      ",1948,M04,4,1948-04-01,42.100,NULL
"CUSR0000SAA      ",1948,M05,5,1948-05-01,42.500,NULL
"CUSR0000SAA      ",1948,M06,6,1948-06-01,42.400,NULL
"CUSR0000SAA      ",1948,M07,7,1948-07-01,42.700,NULL
"CUSR0000SAA      ",1948,M08,8,1948-08-01,43.100,NULL
"CUSR0000SAA      ",1948,M09,9,1948-09-01,43.100,NULL
"CUSR0000SAA      ",1948,M10,10,1948-10-01,43.100,NULL
"CUSR0000SAA      ",1948,M11,11,1948-11-01,43.000,NULL
"CUSR0000SAA      ",1948,M12,12,1948-12-01,43.000,NULL
"CUSR0000SAA      ",1949,M01,1,1949-01-01,42.200,NULL
"CUSR0000SAA      ",1949,M02,2,1949-02-01,41.800,NULL
"CUSR0000SAA      ",1949,M03,3,1949-03-01,41.600,NULL
"CUSR0000SAA      ",1949,M04,4,1949-04-01,41.300,NULL
"CUSR0000SAA      ",1949,M05,5,1949-05-01,41.100,NULL
"CUSR0000SAA      ",1949,M06,6,1949-06-01,41.000,NULL
"CUSR0000SAA      ",1949,M07,7,1949-07-01,40.800,NULL
"CUSR0000SAA      ",1949,M08,8,1949-08-01,40.500,NULL
"CUSR0000SAA      ",1949,M09,9,1949-09-01,40.200,NULL
"CUSR0000SAA      ",1949,M10,10,1949-10-01,39.900,NULL
"CUSR0000SAA      ",1949,M11,11,1949-11-01,39.800,NULL
"CUSR0000SAA      ",1949,M12,12,1949-12-01,39.800,NULL
"CUSR0000SAA      ",1950,M01,1,1950-01-01,39.700,NULL
"CUSR0000SAA      ",1950,M02,2,1950-02-01,39.700,NULL
"CUSR0000SAA      ",1950,M03,3,1950-03-01,39.700,NULL
"CUSR0000SAA      ",1950,M04,4,1950-04-01,39.700,NULL
"CUSR0000SAA      ",1950,M05,5,1950-05-01,39.700,NULL
"CUSR0000SAA      ",1950,M06,6,1950-06-01,39.700,NULL
"CUSR0000SAA      ",1950,M07,7,1950-07-01,39.900,NULL
"CUSR0000SAA      ",1950,M08,8,1950-08-01,40.100,NULL
"CUSR0000SAA      ",1950,M09,9,1950-09-01,40.600,NULL
"CUSR0000SAA      ",1950,M10,10,1950-10-01,41.200,NULL
"CUSR0000SAA      ",1950,M11,11,1950-11-01,41.500,NULL
"CUSR0000SAA      ",1950,M12,12,1950-12-01,41.900,NULL
"CUSR0000SAA      ",1951,M01,1,1951-01-01,42.600,NULL
"CUSR0000SAA      ",1951,M02,2,1951-02-01,43.300,NULL
"CUSR0000SAA      ",1951,M03,3,1951-03-01,43.500,NULL
"CUSR0000SAA      ",1951,M04,4,1951-04-01,43.800,NULL
"CUSR0000SAA      ",1951,M05,5,1951-05-01,43.900,NULL
"CUSR0000SAA      ",1951,M06,6,1951-06-01,43.900,NULL
"CUSR0000SAA      ",1951,M07,7,1951-07-01,44.000,NULL
